,0
2008-12-17,698135.68299
2008-12-18,697173.99995
2008-12-19,692796.544653
2008-12-22,691977.073349
2008-12-23,687857.26036
2008-12-24,687879.059579
2008-12-26,689761.009041
2008-12-29,688292.918506
2008-12-30,688057.8424
2008-12-31,691916.777139
2009-01-02,695572.763412
2009-01-05,710565.087411
2009-01-06,723021.521049
2009-01-07,720668.236395
2009-01-08,717996.738151
2009-01-09,726370.631496
2009-01-12,712778.355724
2009-01-13,707876.502388
2009-01-14,705441.24269
2009-01-15,700244.051948
2009-01-16,705307.401651
2009-01-20,702981.779785
2009-01-21,693737.533716
2009-01-22,701068.417689
2009-01-23,712005.864166
2009-01-26,724512.341176
2009-01-27,725280.31645
2009-01-28,734438.766865
2009-01-29,741701.430042
2009-01-30,742056.555929
2009-02-02,728655.763936
2009-02-03,734882.450464
2009-02-04,732038.127829
2009-02-05,732185.616591
2009-02-06,737795.369858
2009-02-09,742289.403078
2009-02-10,744517.791904
2009-02-11,746630.034024
2009-02-12,747263.471585
2009-02-13,746108.648973
2009-02-17,737134.527809
2009-02-18,736632.458793
2009-02-19,744463.825995
2009-02-20,735408.441281
2009-02-23,740701.932886
2009-02-24,736077.719841
2009-02-25,744410.959614
2009-02-26,747125.192479
2009-02-27,740109.995851
2009-03-02,740255.010178
2009-03-03,738851.149609
2009-03-04,737366.888988
2009-03-05,736630.65995
2009-03-06,736748.287684
2009-03-09,735502.554972
2009-03-10,736255.593312
2009-03-11,741495.13947
2009-03-12,745123.110592
2009-03-13,750467.346094
2009-03-16,749905.665806
2009-03-17,749577.035436
2009-03-18,751987.329028
2009-03-19,750858.568402
2009-03-20,750000.905632
2009-03-23,750826.868136
2009-03-24,756755.191472
2009-03-25,758696.127166
2009-03-26,759645.252091
2009-03-27,758537.689648
2009-03-30,754845.124742
2009-03-31,755816.321666
2009-04-01,755770.569427
2009-04-02,754168.021474
2009-04-03,753950.725872
2009-04-06,754036.984796
2009-04-07,753754.383173
2009-04-08,753734.655832
2009-04-09,753392.955838
2009-04-13,752188.582556
2009-04-14,751246.292904
2009-04-15,750282.293836
2009-04-16,752537.93088
2009-04-17,754965.369167
2009-04-20,754480.088535
2009-04-21,750572.483444
2009-04-22,752150.973566
2009-04-23,752213.704706
2009-04-24,752121.882073
2009-04-27,752533.349161
2009-04-28,752213.669555
2009-04-29,752257.517886
2009-04-30,754697.821013
2009-05-01,754199.445787
2009-05-04,754182.031326
2009-05-05,754079.727448
2009-05-06,754750.660831
2009-05-07,754474.312598
2009-05-08,754412.970226
2009-05-11,754305.907567
2009-05-12,752159.915281
2009-05-13,755767.207048
2009-05-14,756278.969881
2009-05-15,756543.021358
2009-05-18,756934.10111
2009-05-19,757614.970984
2009-05-20,758888.885907
2009-05-21,756156.414894
2009-05-22,755447.880911
2009-05-26,753547.90153
2009-05-27,757882.072727
2009-05-28,758143.150954
2009-05-29,758182.522117
2009-06-01,761075.30433
2009-06-02,765236.609925
2009-06-03,765291.335453
2009-06-04,767649.593744
2009-06-05,769389.462918
2009-06-08,768655.302746
2009-06-09,768286.524838
2009-06-10,767329.193803
2009-06-11,765886.025918
2009-06-12,764330.483894
2009-06-15,762726.529643
2009-06-16,762747.112185
2009-06-17,762731.243071
2009-06-18,763389.10882
2009-06-19,763665.737732
2009-06-22,763642.302227
2009-06-23,767182.767393
2009-06-24,766473.525217
2009-06-25,766339.458176
2009-06-26,767973.400661
2009-06-29,769069.697294
2009-06-30,769411.75728
2009-07-01,769275.301271
2009-07-02,771396.384669
2009-07-06,770401.587613
2009-07-07,771131.009367
2009-07-08,768173.904582
2009-07-09,769414.0565
2009-07-10,768542.432811
2009-07-13,770742.117863
2009-07-14,773773.437543
2009-07-15,774910.518576
2009-07-16,775986.970961
2009-07-17,775333.233324
2009-07-20,774689.913699
2009-07-21,774826.773113
2009-07-22,775080.052814
2009-07-23,776074.609439
2009-07-24,776454.644176
2009-07-27,777555.194301
2009-07-28,777116.090164
2009-07-29,776283.817358
2009-07-30,778846.357087
2009-07-31,780979.62197
2009-08-03,781385.853317
2009-08-04,781369.404152
2009-08-05,783182.536474
2009-08-06,782242.090454
2009-08-07,782189.910951
2009-08-10,782307.139891
2009-08-11,782471.391672
2009-08-12,782389.632584
2009-08-13,783253.251645
2009-08-14,783335.997607
2009-08-17,781850.175135
2009-08-18,782753.239491
2009-08-19,782711.050095
2009-08-20,783021.436546
2009-08-21,780638.118837
2009-08-24,780265.415945
2009-08-25,780014.8132
2009-08-26,779161.945162
2009-08-27,778850.765288
2009-08-28,779057.226085
2009-08-31,780994.272011
2009-09-01,780913.625246
2009-09-02,782233.398638
2009-09-03,782255.134436
2009-09-04,781976.552289
2009-09-08,780898.775948
2009-09-09,782287.641516
2009-09-10,780632.486753
2009-09-11,780682.691816
2009-09-14,780598.2497
2009-09-15,779174.766257
2009-09-16,778357.771401
2009-09-17,774804.62578
2009-09-18,772620.790092
2009-09-21,775749.751865
2009-09-22,779206.708033
2009-09-23,779248.220923
2009-09-24,779237.295365
2009-09-25,778716.635013
